,Battery,Brand,Multi_core,Name,OpenCL,Processor,Processor_Cores,Processor_Frequency,RenderScript,Single_core
1660,N/A,ZTE,3814,ZTE Nubia Z11 Mini S,1640,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2933,824
1661,N/A,Qihoo,4296,Qihoo 360 N4,N/A,Mediatek MT6797 Helio X20,10,1391 MHz,2926,1517
1662,1362,LG,2273,LG Nexus 5X,N/A,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2918,1012
1663,1666,Samsung,4059,Samsung Galaxy S6 edge+,5498,Samsung Exynos 7420,8,1500 MHz,2914,1309
1664,1753,Samsung,4028,Samsung Galaxy Note 5,5600,Samsung Exynos 7420,8,1500 MHz,2908,1303
1665,1417,Samsung,3954,Samsung Galaxy Note5 Duos,5225,Samsung Exynos 7420,8,1500 MHz,2898,1278
1666,3181,Motorola,4112,Motorola Moto G5 Plus,1994,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2889,834
1667,N/A,QiKU,4275,QiKU N4s,N/A,Mediatek MT6797 Helio X20,10,1391 MHz,2879,1511
1668,N/A,Samsung,2456,Samsung Galaxy Note Edge,4792,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2872,964
1669,N/A,Vernee,4410,Vernee Apollo Lite,3858,Mediatek MT6797 Helio X20,10,1391 MHz,2871,1612
1670,3060,Motorola,3782,Motorola Moto G6,1862,Qualcomm SDM450 Snapdragon 450,8,1804 MHz,2868,739
1671,1501,Motorola,2374,Motorola Moto Maxx,4828,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2862,1000
1672,N/A,Samsung,3302,Samsung Galaxy Tab S2 9.7,3545,Samsung Exynos 5433,8,1300 MHz,2855,1003
1673,1618,Samsung,3945,Samsung Galaxy S6,5388,Samsung Exynos 7420,8,1500 MHz,2854,1257
1674,N/A,Elephone,3086,Elephone S7,3517,Mediatek MT6797 Helio X20,10,1391 MHz,2854,1283
1675,1357,Motorola,2576,Motorola Nexus 6,N/A,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2852,1008
1676,4149,Motorola,3801,Motorola Moto Z Play,1995,Qualcomm MSM8953 Snapdragon 625,8,2016 MHz,2832,822
1677,N/A,Huawei,3267,Huawei Nova 2i,2003,HiSilicon Kirin 659,8,1709 MHz,2828,887
1678,1264,Nextbit,2249,Nextbit Robin,2807,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2812,1096
1679,N/A,Asus,3405,Asus Zenpad 3S 10,N/A,Mediatek MT8176,6,1703 MHz,2799,1534
1680,2866,Huawei,3360,Huawei P10 Lite,2069,HiSilicon Kirin 658,8,1709 MHz,2796,885
1681,1058,Motorola,2798,Motorola Moto X Style,2721,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2787,1124
1682,2738,Vernee,3934,Vernee Mars Pro,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2777,856
1683,1250,Samsung,2493,Samsung Galaxy Note 4 Duos,4636,Qualcomm APQ8084 Snapdragon 805,4,2649 MHz,2774,967
1684,1499,Huawei,3372,Huawei P8 lite (2017),2156,HiSilicon Kirin 655,8,1709 MHz,2767,815
1685,N/A,Meizu,3933,Meizu M2E,2372,Mediatek Helio P20 MT6757,8,1638 MHz,2761,845
1686,N/A,Huawei,3359,Huawei Nova Lite,2159,HiSilicon Kirin 655,8,1709 MHz,2753,813
1687,N/A,Meizu,3152,Meizu S6,N/A,Samsung Exynos 7885 Octa,8,1586 MHz,2731,1308
1688,N/A,UMi,3751,UMi Plus E,2221,Mediatek Helio P20 MT6757,8,2340 MHz,2730,847
1689,N/A,Doogee,3657,Doogee Mix,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2729,840
1690,N/A,LG,2579,LG G4,2758,Qualcomm MSM8992 Snapdragon 808,6,1248 MHz,2728,1095
1691,1276,Huawei,3395,Huawei Honor 8 Lite,2157,HiSilicon Kirin 655,8,1709 MHz,2722,816
1692,N/A,LG,2462,LG G4,2758,Qualcomm MSM8992 Snapdragon 808,6,1248 MHz,2720,1079
1693,N/A,Sony,3698,Sony Xperia XA1 Ultra,N/A,Mediatek Helio P20 MT6757,8,1638 MHz,2711,863
1694,N/A,Meizu,3904,Meizu M3x,2485,Mediatek Helio P20 MT6757,8,1638 MHz,2710,861
1695,N/A,Sony,3666,Sony Xperia XA1,N/A,Mediatek Helio P20 MT6757,8,1638 MHz,2701,855
1696,N/A,QiKU,2812,QiKU Q Terra,N/A,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2701,1150
1697,N/A,Huawei,3336,Huawei Mate 9 Lite,1888,HiSilicon Kirin 655,8,1709 MHz,2678,814
1698,N/A,Lenovo,2739,Lenovo Vibe X3,2742,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2662,1053
1699,N/A,HTC,2305,HTC One (M8x),2496,Qualcomm MSM8974AB Snapdragon 801,4,2457 MHz,2656,973
1700,N/A,Huawei,3335,Huawei Honor 6X,2073,HiSilicon Kirin 655,8,1709 MHz,2655,811
1701,1229,BlackBerry,2378,BlackBerry Priv,2741,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2637,1060
1702,N/A,Maze,3400,Maze Alpha,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2637,844
1703,4250,Xiaomi,2810,Xiaomi Redmi 4,1530,Qualcomm MSM8937 Snapdragon 430,8,2016 MHz,2630,837
1704,1038,Samsung,3223,Samsung Galaxy Note 4,3434,Samsung Exynos 5433,8,1300 MHz,2621,973
1705,5327,Doogee,3707,Doogee S60,N/A,Mediatek Helio P20 MT6757,8,2600 MHz,2621,829
1706,N/A,Xiaomi,1264,Xiaomi Redmi 1S,N/A,Qualcomm Snapdragon 400,2,1593 MHz,2619,485
1707,N/A,Blackview,3798,Blackview BV8000 Pro,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2616,832
1708,N/A,LeEco,3716,LeEco Le2 Pro,N/A,Mediatek MT6797T Helio X25,10,1846 MHz,2615,1472
1709,N/A,HTC,2222,HTC One E8,2482,Qualcomm MSM8975AC Snapdragon 801,4,2457 MHz,2614,940
1710,1434,LG,2655,LG V10,2632,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2603,968
1711,N/A,Samsung,2519,Samsung Galaxy S5 Active,2390,Qualcomm MSM8974AA Snapdragon 801,4,2457 MHz,2586,942
1712,1238,Sony,3576,Sony Xperia M5,1795,Mediatek MT6795 Helio X10,8,1950 MHz,2581,730
1713,N/A,Lenovo,3436,Lenovo K8 Plus,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2549,901
1714,N/A,Motorola,2418,Motorola Moto X (2014),2414,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2529,999
1715,N/A,Sony,3327,Sony Xperia M5 Dual,1695,Mediatek MT6795 Helio X10,8,1950 MHz,2515,726
1716,N/A,Oppo,2627,Oppo Find 7a,N/A,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,2501,1009
1717,1918,Meizu,2793,Meizu MX5,1715,Mediatek MT6795 Helio X10,8,2158 MHz,2478,817
1718,N/A,Bluboo,3072,Bluboo S1,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2469,817
1719,N/A,HTC,2291,HTC One M8 Dual Sim,2514,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2466,953
1720,N/A,LeEco,3296,LeEco Le 1s,1685,Mediatek MT6795 Helio X10,8,2158 MHz,2444,827
1721,1450,Huawei,3360,Huawei P9 lite,2038,HiSilicon Kirin 650,4,1709 MHz,2441,796
1722,1320,HTC,2305,HTC One (M8),2498,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,2435,961
1723,973,Xiaomi,2127,Xiaomi Mi 4c,2592,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2425,1076
1724,N/A,ZTE,2422,ZTE Trek 2 ,1276,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2425,710
1725,2209,Huawei,3300,Huawei Honor 5c,2035,HiSilicon Kirin 650,4,1709 MHz,2423,795
1726,N/A,Vernee,3100,Vernee Mix 2,N/A,Mediatek MT6757 Helio P25,8,1690 MHz,2423,831
1727,N/A,Xiaomi,1948,Xiaomi Mi 4s,2464,Qualcomm MSM8992 Snapdragon 808,6,1440 MHz,2422,946
1728,N/A,Samsung,3532,Samsung Galaxy Feel,1237,Samsung Exynos 7870 Octa,8,1586 MHz,2412,710
1729,N/A,Meizu,2675,Meizu M1 Metal,1467,Mediatek MT6795 Helio X10,8,1950 MHz,2373,776
1730,1453,Lenovo,2700,Lenovo ZUK Z1,2423,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2361,1025
1731,N/A,Samsung,2372,Samsung Galaxy S5 Duos,2219,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2361,913
1732,1146,Cat,2151,Cat S60,1288,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2353,709
1733,N/A,ZTE,1874,ZTE Axon 7 Mini,1269,Qualcomm MSM8952 Snapdragon 617,8,0 MHz,2339,659
1734,N/A,HTC,2179,HTC One M8 Eye,2068,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2335,922
1735,N/A,ZTE,2516,ZTE Blade Z Max,1356,Qualcomm Snapdragon 435,8,1401 MHz,2331,673
1736,N/A,Sony,2463,Sony Xperia Z Ultra,2035,Qualcomm Snapdragon 800,4,2150 MHz,2328,973
1737,1105,Samsung,2412,Samsung Galaxy S5,2171,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2328,931
1738,N/A,HTC,2134,HTC Desire Eye,2058,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2323,926
1739,N/A,Sony,3280,Sony Xperia C4,N/A,Mediatek MT6752,8,1690 MHz,2318,737
1740,N/A,Sony,3370,Sony Xperia C5 Ultra Dual,N/A,Mediatek MT6752,8,1690 MHz,2318,743
1741,N/A,Nokia,2792,Nokia 5,1314,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2314,673
1742,1298,Oppo,2764,Oppo A57,1200,Qualcomm Snapdragon 435,8,1401 MHz,2302,657
1743,N/A,LG,2323,LG G Pro 2,2040,Qualcomm Snapdragon 800,4,2265 MHz,2292,971
1744,3943,Samsung,3481,Samsung Galaxy J7 (2017),1234,Samsung Exynos 7870 Octa,8,1586 MHz,2288,713
1745,N/A,Sony,3231,Sony Xperia C4 Dual,N/A,Mediatek MT6752,8,1690 MHz,2287,742
1746,2530,Samsung,3430,Samsung Galaxy A3 (2017),1233,Samsung Exynos 7870 Octa,8,1586 MHz,2283,705
1747,1705,Sony,2541,Sony Xperia Z1 Compact,2025,Qualcomm Snapdragon 800,4,2150 MHz,2275,978
1748,N/A,Huawei,2028,Huawei Honor 5X,1392,Qualcomm MSM8939v2 Snapdragon 616,8,1497 MHz,2274,625
1749,N/A,Nokia,2786,Nokia 6,1319,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2272,668
1750,N/A,Samsung,3462,Samsung Galaxy J7 Pro,1232,Samsung Exynos 7870 Octa,8,1586 MHz,2268,711
1751,2575,Samsung,3367,Samsung Galaxy J5 (2017),1200,Samsung Exynos 7870 Octa,8,1586 MHz,2267,705
1752,N/A,Meizu,2605,Meizu MX4,1264,MediaTek MT6595,8,1690 MHz,2253,797
1753,N/A,ZTE,2505,ZTE Max XL,1368,Qualcomm Snapdragon 435,8,1401 MHz,2252,674
1754,N/A,JiaYu,3084,JiaYu S3,N/A,Mediatek MT6752,8,1690 MHz,2248,730
1755,N/A,Sony,2675,Sony Xperia Z3 Tablet Compact,2267,Qualcomm MSM8274AB Snapdragon 801,4,2457 MHz,2244,998
1756,1385,Sony,2343,Sony Xperia Z1,2003,Qualcomm Snapdragon 800,4,2150 MHz,2240,970
1757,829,Samsung,1968,Samsung Galaxy Note 3,1987,Exynos 5 Octa 5420,4,1900 MHz,2239,761
1758,1329,Samsung,2422,Samsung Galaxy Note 3,1974,Qualcomm Snapdragon 800,4,2265 MHz,2235,923
1759,1394,Sony,2561,Sony Xperia Z3 Compact,2251,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2235,975
1760,1162,HTC,2487,HTC One X9,1830,Mediatek MT6795 Helio X10,8,1950 MHz,2219,759
1761,1303,Sony,2538,Sony Xperia Z3,2245,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2216,993
1762,1076,Yota,1911,Yota YotaPhone 2,2021,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,2206,891
1763,3730,Samsung,3232,Samsung Galaxy J7 Nxt,1116,Samsung Exynos 7870 Octa,8,1586 MHz,2201,690
1764,N/A,Huawei,2616,Huawei Y7 Prime,1559,Qualcomm Snapdragon 435,8,1401 MHz,2201,641
1765,935,Asus,2044,Asus Padfone S,2474,Qualcomm MSM8274AB Snapdragon 801,4,2265 MHz,2201,956
1766,3638,Samsung,3412,Samsung Galaxy Tab A 10.1,1235,Samsung Exynos 7870 Octa,8,1586 MHz,2198,705
1767,N/A,Huawei,1975,Huawei Ascend XT,1244,Qualcomm MSM8939v2 Snapdragon 616,8,1497 MHz,2197,619
1768,N/A,Lenovo,3035,Lenovo K3 Note,N/A,Mediatek MT6752m,8,1690 MHz,2173,728
1769,N/A,Huawei,2591,Huawei P8 Max,N/A,HiSilicon Kirin 935,4,1516 MHz,2173,756
1770,N/A,Xiaomi,2059,Xiaomi Redmi 4X,1347,Qualcomm Snapdragon 435,8,0 MHz,2170,649
1771,1484,OnePlus,2511,OnePlus One,2214,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2168,1003
1772,1173,LG,2329,LG G2,2026,Qualcomm Snapdragon 800,4,2265 MHz,2158,991
1773,1219,Meizu,2850,Meizu M1 Note,N/A,Mediatek MT6752m,8,1690 MHz,2157,789
1774,1434,Sony,2453,Sony Xperia Z3 Dual,2232,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2156,984
1775,1230,Lenovo,2897,Lenovo K3 Note,N/A,Mediatek MT6752m,8,1690 MHz,2146,731
1776,N/A,Sony,2612,Sony Xperia Z2 Tablet LTE,2218,Qualcomm MSM8274AB Snapdragon 801,4,2265 MHz,2146,973
1777,N/A,Google,3371,Google Pixel C,N/A,NVIDIA Tegra X1,4,1912 MHz,2145,1345
1778,N/A,Oppo,2761,Oppo F3,N/A,Mediatek MT6750,8,1508 MHz,2139,754
1779,2549,Samsung,3146,Samsung Galaxy J7 Prime,1196,Samsung Exynos 7870 Octa,8,1586 MHz,2131,682
1780,1221,ZTE,2028,ZTE Zmax Pro,1247,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2127,699
1781,N/A,Huawei,2572,Huawei Honor 6A,1447,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2127,636
1782,N/A,Lenovo,2370,Lenovo K6 Note,1293,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2126,642
1783,1001,Huawei,1972,Huawei G8,1222,Qualcomm MSM8939 Snapdragon 615,8,1497 MHz,2123,619
1784,N/A,Motorola,2205,Motorola Moto G4 Plus,N/A,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2118,666
1785,N/A,Samsung,2259,Samsung Galaxy J,2329,Qualcomm Snapdragon 800,4,2265 MHz,2118,922
1786,N/A,Oppo,3058,Oppo R9,1548,Mediatek MT6755 Helio P10,8,1950 MHz,2114,790
1787,N/A,HTC,2583,HTC One A9,1277,Qualcomm MSM8952 Snapdragon 617,8,0 MHz,2110,670
1788,N/A,Wileyfox,2016,Wileyfox Swift 2,1303,Qualcomm MSM8937 Snapdragon 430,8,0 MHz,2105,627
1789,1163,Oppo,1893,Oppo F1,1253,Qualcomm MSM8939v2 Snapdragon 616,8,1497 MHz,2104,658
1790,N/A,Samsung,2550,Samsung Galaxy Tab Pro 8.4,2349,Qualcomm Snapdragon 800,4,2265 MHz,2101,970
1791,799,Huawei,2511,Huawei Honor 7,2461,HiSilicon Kirin 935,4,1516 MHz,2095,758
1792,1664,Xiaomi,2057,Xiaomi Mi 3,2402,Qualcomm MSM8274AB Snapdragon 801,4,2265 MHz,2089,910
1793,1496,Sony,2498,Sony Xperia Z2,2251,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,2087,954
1794,N/A,ZTE,2255,ZTE Nubia Z7 Max,2453,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2086,971
1795,N/A,Wileyfox,2344,Wileyfox Swift 2 Plus,1292,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2086,652
1796,N/A,Sony,3351,Sony Xperia C5 Ultra,N/A,Mediatek MT6752,8,1690 MHz,2082,738
1797,1199,Lenovo,3188,Lenovo Vibe S1,N/A,Mediatek MT6752,8,1690 MHz,2071,738
1798,N/A,Lenovo,3245,Lenovo P70,N/A,Mediatek MT6752m,8,1690 MHz,2069,722
1799,N/A,ZTE,2191,ZTE Blade X Max,N/A,Qualcomm Snapdragon 435,8,1401 MHz,2066,669
1800,N/A,ZTE,2003,ZTE Axon Mini,1228,Qualcomm MSM8939v2 Snapdragon 616,8,1497 MHz,2062,644
1801,1267,NVIDIA,2274,NVIDIA Shield,N/A,NVIDIA Tegra 4,4,1912 MHz,2060,877
1802,N/A,BLU,1995,BLU Life One X2,1200,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2049,645
1803,N/A,Samsung,3326,Samsung Galaxy J7 (2016),1151,Qualcomm MSM8952 Snapdragon 617,8,1586 MHz,2048,687
1804,1331,Huawei,2491,Huawei Mate S,N/A,HiSilicon Kirin 935,4,1516 MHz,2047,750
1805,N/A,Xiaomi,2128,Xiaomi Mi Note,2212,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2038,928
1806,N/A,HTC,1704,HTC One M8s,1251,Qualcomm MSM8939 Snapdragon 615,8,1651 MHz,2036,607
1807,N/A,Alcatel,1845,Alcatel Idol 4,1260,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,2027,693
1808,N/A,Sony,2821,Sony Xperia XA Dual,N/A,Mediatek MT6755 Helio P10,8,0 MHz,2024,759
1809,N/A,Lenovo,1819,Lenovo Vibe P1,1237,Qualcomm MSM8939 Snapdragon 615,8,1497 MHz,2022,614
1810,986,Xiaomi,2010,Xiaomi MI 4LTE,2325,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,2020,900
1811,N/A,Sony,2826,Sony Xperia XA,N/A,Mediatek MT6755 Helio P10,8,0 MHz,2020,760
1812,N/A,Asus,2445,Asus Zenfone 3 Laser,1286,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,2015,651
1813,N/A,LG,2485,LG Stylo 3 Plus,1428,Qualcomm Snapdragon 435,8,1401 MHz,2001,619
1814,1659,Samsung,3327,Samsung Galaxy J7,1057,Qualcomm MSM8952 Snapdragon 617,8,1586 MHz,1997,693
1815,N/A,Xiaomi,1967,Xiaomi Mi 4,2269,Qualcomm MSM8974AC Snapdragon 801,4,2457 MHz,1997,891
1816,N/A,Samsung,2763,Samsung Galaxy A8 Duos,1917,Qualcomm MSM8939 Snapdragon 615,8,1300 MHz,1996,852
1817,995,LG,1926,LG Nexus 5,N/A,Qualcomm Snapdragon 800,4,2265 MHz,1988,897
1818,N/A,Samsung,1471,Samsung Galaxy A7,1255,Qualcomm MSM8939 Snapdragon 615,8,1497 MHz,1984,568
1819,1087,Samsung,3208,Samsung Galaxy A5 (2016),1143,Samsung Exynos 7580,8,1600 MHz,1983,642
1820,1808,Samsung,3207,Samsung Galaxy A7 (2016),1282,Samsung Exynos 7580,8,1600 MHz,1981,643
1821,1040,Samsung,3067,Samsung Galaxy S5 Neo,1041,Samsung Exynos 7580 Octa,8,1600 MHz,1979,641
1822,N/A,HTC,2756,HTC U Play,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1977,740
1823,N/A,LeTV,3987,LeTV Le 1 (X600),1785,Mediatek MT6795 Helio X10,8,1950 MHz,1974,788
1824,1403,Huawei,2427,Huawei P8,1883,HiSilicon Kirin 935,4,1516 MHz,1972,680
1825,N/A,Vivo,1881,Vivo Y55L,1447,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1971,629
1826,N/A,Xiaomi,2780,Xiaomi Mi 5c,N/A,Xiaomi Surge S1,8,1404 MHz,1966,726
1827,658,Lenovo,1534,Lenovo Vibe Shot,1233,Qualcomm MSM8939 Snapdragon 615,8,1651 MHz,1961,645
1828,1271,OnePlus,2276,OnePlus X,2009,Qualcomm MSM8974AB Snapdragon 801,4,2265 MHz,1959,949
1829,999,LG,2130,LG G3,2552,Qualcomm MSM8975AC Snapdragon 801,4,2457 MHz,1957,939
1830,N/A,Motorola,2222,Motorola Moto G5S,1468,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1957,626
1831,N/A,Gionee,2779,Gionee A1,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1957,733
1832,1833,Motorola,2476,Motorola Moto G5,1467,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1956,617
1833,N/A,Lenovo,2220,Lenovo K6,1472,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1955,627
1834,1307,Samsung,1982,Samsung Galaxy Note 10.1 (2014),1841,Exynos 5 Octa 5420,4,1900 MHz,1951,768
1835,N/A,Lenovo,2284,Lenovo K6 Power,1450,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1950,624
1836,N/A,Lenovo,2231,Lenovo Vibe K6,1461,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1949,625
1837,N/A,Vivo,1716,Vivo V3,1238,Qualcomm MSM8939v2 Snapdragon 616,8,0 MHz,1949,655
1838,N/A,HTC,2463,HTC One M9+,1740,Mediatek MT6795 Helio X10,8,2158 MHz,1948,801
1839,N/A,ZTE,2370,ZTE Nubia Z7 Mini,N/A,Qualcomm MSM8974AA Snapdragon 801,4,2265 MHz,1936,940
1840,3275,Samsung,3246,Samsung Galaxy J7 Max,N/A,Mediatek Helio P20 MT6757,8,1690 MHz,1926,767
1841,1570,HTC,2655,HTC One A9s,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1924,727
1842,1049,ZTE,2144,ZTE Nubia Z11 Mini,N/A,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,1924,691
1843,1234,Motorola,2251,Motorola Moto G4,1272,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,1920,670
1844,1691,Lenovo,2886,Lenovo A7000,N/A,Mediatek MT6752m,8,1690 MHz,1920,725
1845,701,HTC,1447,HTC Desire 820,1255,Qualcomm MSM8939 Snapdragon 615,8,1536 MHz,1914,573
1846,1050,Samsung,2622,Samsung Galaxy C5,1256,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,1910,666
1847,2442,Motorola,2106,Motorola Moto G6 Play,834,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1910,635
1848,N/A,Huawei,2875,Huawei Enjoy 5s,N/A,Mediatek MT6753,8,1495 MHz,1887,684
1849,N/A,Huawei,1899,Huawei Ascend Mate 7,2639,HiSilicon Kirin 925,8,1305 MHz,1881,767
1850,1670,Meizu,2348,Meizu M5 Note,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1865,700
1851,2823,Asus,2145,Asus Zenfone 4 Max,1213,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1865,656
1852,N/A,Oppo,2537,Oppo A39,N/A,Mediatek MT6750,8,1508 MHz,1863,649
1853,N/A,BQ,1659,BQ Aquaris M5,1250,Qualcomm MSM8939 Snapdragon 615,8,1459 MHz,1862,574
1854,N/A,Meizu,2587,Meizu M1E,N/A,Mediatek MT6755 Helio P10,8,1001 MHz,1857,717
1855,N/A,Huawei,1871,Huawei Honor 6 Plus,2587,HiSilicon Kirin 925,8,1305 MHz,1851,765
1856,N/A,Vodafone,1394,Vodafone Smart Ultra 6,1243,Qualcomm MSM8939 Snapdragon 615,8,1459 MHz,1850,578
1857,N/A,General,2402,General Mobile GM 5 Plus,1227,Qualcomm MSM8952 Snapdragon 617,8,1516 MHz,1822,684
1858,N/A,Xiaomi,1774,Xiaomi Redmi 3x,1199,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1822,632
1859,N/A,PPTV,2143,PPTV King 7,N/A,Mediatek MT6795 Helio X10,8,1950 MHz,1820,778
1860,N/A,Oppo,2959,Oppo F1 Plus,1584,Mediatek MT6755 Helio P10,8,1950 MHz,1811,774
1861,455,Samsung,2457,Samsung Galaxy Alpha,1645,Samsung Exynos 5430,8,1300 MHz,1803,782
1862,2881,Xiaomi,1774,Xiaomi Redmi 3s,1189,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1802,633
1863,N/A,Alcatel,1534,Alcatel OneTouch Idol 3,1236,Qualcomm MSM8939 Snapdragon 615,8,1459 MHz,1800,598
1864,1994,Samsung,1965,Samsung Galaxy Note Pro 12.2,1806,Exynos 5 Octa 5420,4,1900 MHz,1793,764
1865,N/A,Infinix,3014,Infinix Zero 3,N/A,Mediatek MT6795 Helio X10,8,1950 MHz,1792,655
1866,N/A,Lenovo,1873,Lenovo Vibe K5 Plus,1218,Qualcomm MSM8939v2 Snapdragon 616,8,1497 MHz,1788,580
1867,1224,Motorola,2515,Motorola Moto M,N/A,Mediatek MT6755 Helio P10,8,0 MHz,1787,757
1868,N/A,Oppo,2533,Oppo F1s,1192,Mediatek MT6755 Helio P10,8,1508 MHz,1786,646
1869,694,Lenovo,1654,Lenovo Vibe K5,1161,Qualcomm MSM8929 Snapdragon 415,8,0 MHz,1786,605
1870,1144,Motorola,1652,Motorola Moto X Play,1253,Qualcomm MSM8939 Snapdragon 615,8,1651 MHz,1778,639
1871,N/A,Xiaomi,1685,Xiaomi Redmi 3,1182,Qualcomm MSM8939v2 Snapdragon 616,8,1497 MHz,1770,633
1872,2337,LG,2557,LG Stylus 3,1448,Mediatek MT6750,8,1401 MHz,1770,623
1873,669,Huawei,1752,Huawei Honor 6,2476,Huawei HiSilicon Kirin 920 Hi3630,8,1305 MHz,1764,738
1874,N/A,LG,1966,LG Stylus 2 Plus,1317,Qualcomm MSM8937 Snapdragon 430,8,1401 MHz,1762,587
1875,1722,LG,1993,LG Q6,1260,Qualcomm Snapdragon 435,8,1401 MHz,1750,550
1876,2450,Xiaomi,2112,Xiaomi Redmi Note 5A,822,Qualcomm Snapdragon 435,8,1401 MHz,1744,672
1877,N/A,Vodafone,2560,Vodafone Smart Ultra 7,N/A,Mediatek MT6755M Helio P10 M,8,1807 MHz,1742,692
1878,N/A,Samsung,2018,Samsung Galaxy Tab Pro 10.1,N/A,Exynos 5 Octa 5420,4,1900 MHz,1728,807
1879,1593,Samsung,1979,Samsung Galaxy Tab S 10.5,2152,Exynos 5 Octa 5420,4,1900 MHz,1723,785
1880,1074,Samsung,1891,Samsung Galaxy Tab S 8.4,2344,Exynos 5 Octa 5420,4,1900 MHz,1722,782
1881,1437,Samsung,1939,Samsung Galaxy Tab S 10.5,2152,Qualcomm Snapdragon 800,4,1900 MHz,1719,778
1882,895,Meizu,2042,Meizu MX4 Pro,2012,Samsung Exynos 5430,8,1500 MHz,1717,841
1883,N/A,Samsung,1850,Samsung Galaxy Tab S 8.4 LTE,2221,Qualcomm Snapdragon 800,4,1900 MHz,1710,772
1884,N/A,Meizu,2379,Meizu M6,N/A,Mediatek MT6750,8,1001 MHz,1710,601
1885,N/A,Blackview,2631,Blackview BV6000,N/A,Mediatek MT6755 Helio P10,8,1144 MHz,1693,733
1886,N/A,Vernee,2599,Vernee Thor,N/A,Mediatek MT6753,8,1300 MHz,1688,613
1887,N/A,NVIDIA,2001,NVIDIA Tegra Note,N/A,NVIDIA Tegra 4,4,1810 MHz,1683,791
1888,N/A,Vivo,2225,Vivo V5s,N/A,Mediatek MT6750,8,1508 MHz,1682,602
